Dataset,X1.,X2.,X3.,X4.,X5.,X6.,X7.,X8.,X9.,X10.,X11.,X12.,X13.,X14.,X15.,X16.,X17.,X18.,X19.,X20.,X21.,X22.,X23.,X24.,X25.,X26.,X27.,X28.,X29.,X30.,X31.,X32.,X33.,X34.,X35.,X36.,X37.,X38.,X39.,X40.,X41.,X42.,X43.,X44.,X45.,X46.,X47.,X48.,X49.,X50.,X51.,X52.,X53.,X54.,X55.,X56.,X57.,X58.,X59.,X60.,X61.,X62.,X63.,X64.,X65.,X66.,X67.,X68.,X69.,X70.,X71.,X72.,X73.,X74.,X75.,X76.,X77.,X78.,X79.,X80.,X81.,X82.,X83.,X84.,X85.,X86.,X87.,X88.,X89.,X90.,X91.,X92.,X93.,X94.,X95.,X96.,X97.,X98.,X99.
36,-6.03707290959459,-5.86830692761236,-5.71708323427587,-5.63103871828077,-5.56390792314722,-5.48269385746571,-5.4222834702659,-5.36635358820344,-5.33094247090967,-5.26705038205458,-5.23222660407362,-5.15811094241309,-5.10379123862878,-5.04017115966272,-4.98695640455488,-4.90023910968409,-4.80196682952668,-4.74185531683491,-4.70051266513754,-4.6413822698594,-4.60094850094524,-4.57902898343099,-4.53140110684163,-4.49935143862185,-4.46840863601758,-4.43508886164764,-4.41503151830293,-4.39697113946423,-4.37583050217046,-4.35851968520388,-4.32732493698063,-4.3114299153866,-4.28517934805646,-4.26836263113442,-4.25251343481194,-4.23769080097943,-4.2240727235137,-4.19820071267344,-4.1819104501828,-4.16024361851912,-4.14049542270203,-4.12117804979204,-4.10028676333097,-4.08013108646169,-4.0611252747148,-4.03306614848106,-4.01943399107338,-3.99772256764842,-3.98100573142022,-3.96149095336185,-3.94357130324796,-3.93091927430981,-3.90793560631061,-3.89041991774018,-3.8653516408606,-3.84660384678164,-3.82912182880653,-3.81573948714813,-3.79352838213347,-3.76675775816198,-3.73245539416477,-3.7134649720557,-3.69215554067686,-3.67183282899051,-3.63744911150145,-3.61609286827701,-3.59441820416368,-3.56987047299569,-3.54085163854606,-3.50726103296478,-3.47580810810691,-3.42571855034937,-3.37883153729903,-3.34799603303565,-3.29379069741751,-3.25775741470038,-3.22796887888642,-3.16108870547361,-3.11151462078957,-2.96461735731546,-2.87091572412373,-2.78810797576156,-2.65643221843579,-2.55339432086491,-2.37975344658514,-2.17729126817474,-2.00405091852798,-1.88753228178074,-1.75900774199772,-1.59262238075898,-1.45594503322121,-1.36817499037832,-1.24757465940622,-1.13015438225187,-1.05879011195217,-0.970572547415977,-0.888518884186853,-0.75619406704578,-0.592608999364384
37,-6.26319821746555,-5.70391612207397,-5.51499839867565,-5.40396929736008,-5.31934648191917,-5.25131332208186,-5.17500928604984,-5.11774108395474,-5.04642621405566,-4.99988808488436,-4.95106515739146,-4.91398099999389,-4.87345450967463,-4.83101554995235,-4.79707144220872,-4.74472891694968,-4.71683738778175,-4.69044726475345,-4.67161913614705,-4.64365698091552,-4.62172065921324,-4.59854895018543,-4.57376809417452,-4.55312954286291,-4.5393072854856,-4.5172007154781,-4.49474332378498,-4.48049300951482,-4.46116597154127,-4.44120543195295,-4.42609265871276,-4.4086954229073,-4.39803584459058,-4.38388288316575,-4.37349147904976,-4.3586459320442,-4.34149172627703,-4.3225740988968,-4.30529317316917,-4.28368988303373,-4.26069029199251,-4.23812276460813,-4.21241854036378,-4.18867459197996,-4.1758353354685,-4.15489680802412,-4.13082318134683,-4.10377141690791,-4.08508021262578,-4.07078884796423,-4.05419616237434,-4.03208835433065,-4.00213552984784,-3.9778593469894,-3.9455416635371,-3.92962073087444,-3.89695562443468,-3.84250875435273,-3.79801994230516,-3.7660200436383,-3.73470574316858,-3.69650913324184,-3.65274148284525,-3.58996437991539,-3.55245930736762,-3.46222393479253,-3.36852440977196,-3.24386246483006,-3.10567854463362,-3.02790693081603,-2.92822473031067,-2.80095584446232,-2.70250918286461,-2.57479699087609,-2.4677472672393,-2.38223003957027,-2.30505653096225,-2.21192791577734,-2.12787994484077,-2.04242393321094,-1.97059758520759,-1.8915425644768,-1.83037488249129,-1.76675399453739,-1.69774992921624,-1.63890975234811,-1.56777006927457,-1.49462044060588,-1.45668242023092,-1.39200663264721,-1.33728848905131,-1.28743120797642,-1.23637593100915,-1.14794300526794,-1.07006881312464,-0.948364504262865,-0.820285943099665,-0.719118673449751,-0.507163984656216
38,-7.16653726485437,-6.95772289472511,-6.82113880974084,-6.7686276446362,-6.70413319988024,-6.65184999944959,-6.57804497059284,-6.54234513207127,-6.50670473198218,-6.45185339704094,-6.40096032297331,-6.37994671100045,-6.3476098284013,-6.30350956504353,-6.26392483374064,-6.22541173410261,-6.18569554832894,-6.15871234921629,-6.11844987949618,-6.07231941408766,-6.00011545488913,-5.95342432915303,-5.9053550610553,-5.84708359046611,-5.8048591991992,-5.77656042491889,-5.74866874497728,-5.72035083994728,-5.69925447718853,-5.6628819705231,-5.62870834065741,-5.59208790765787,-5.56797647050625,-5.54635501582542,-5.51576032800818,-5.48223765860396,-5.44938738100371,-5.42474056565804,-5.39833927342804,-5.36579766388154,-5.34919709113293,-5.3260362560753,-5.31176810045645,-5.28525354512393,-5.26297391124681,-5.24364228271529,-5.22093611245551,-5.20147849116375,-5.17279576824322,-5.14747244888739,-5.12638794049116,-5.09340077175546,-5.07737940120882,-5.05577917966717,-5.03276732824727,-5.01285025506429,-4.99364760175036,-4.96530828759954,-4.93908320852656,-4.90973060853298,-4.88926672237228,-4.86770137031922,-4.84196206253842,-4.82007913996268,-4.78664832998249,-4.75522903446633,-4.72338168134846,-4.67874397441851,-4.64551453215095,-4.6135055934162,-4.5841790266195,-4.53280056985972,-4.48346190774292,-4.45373314618163,-4.40426274844039,-4.36005273744254,-4.30665489500219,-4.23021197057543,-4.14056058605173,-3.9794471978685,-3.86443926906893,-3.69298278933648,-3.50759684313296,-3.38486338846716,-3.2158235147566,-3.08523006930988,-2.93581816402845,-2.82897470321051,-2.7351272916404,-2.58918536241365,-2.49866481262417,-2.39015019129975,-2.31804224467707,-2.20292945800217,-2.05334384880831,-1.94857467966986,-1.84326712121841,-1.67667181001317,-1.50498213449472
39,-7.07991339130045,-6.93012600652687,-6.83900456156368,-6.73804336600222,-6.68023922264472,-6.61850524410373,-6.55223882478404,-6.50931941108773,-6.4465166192134,-6.40073636783104,-6.35747304268117,-6.32683863070341,-6.2870785712807,-6.25062695527756,-6.2163814472787,-6.17469263760814,-6.14507090114402,-6.1203393306093,-6.09049057792947,-6.06547668028918,-6.03689406385331,-6.00121678294777,-5.96935541632033,-5.94734013482453,-5.91931210003986,-5.89042235872079,-5.87203652707217,-5.84537343494242,-5.81039985268302,-5.78222263273271,-5.75221958573723,-5.72469173681229,-5.7022342132471,-5.67343859916593,-5.65032577505481,-5.61393092828384,-5.58077514666331,-5.54358533821432,-5.52416262387571,-5.496084359153,-5.46637272585434,-5.44089013409336,-5.40846998785444,-5.381936197232,-5.34858919718277,-5.32011602078044,-5.29567416035511,-5.26113344664251,-5.23536492624008,-5.21545985359432,-5.17327971515514,-5.13355955825597,-5.08765809320893,-5.02992030597638,-4.99102853781541,-4.96569798872696,-4.92288069985319,-4.87316192997313,-4.81569934223501,-4.75552081303329,-4.69048015701695,-4.57558431546553,-4.49881076553979,-4.43033758929311,-4.36390691174661,-4.28735453559004,-4.12747696968147,-4.02297639725448,-3.91991151627169,-3.85913038379608,-3.78209105590912,-3.70681667933051,-3.64219544706146,-3.57699268352202,-3.49167536727796,-3.40595162264376,-3.33907726036975,-3.29595172764753,-3.25020073780605,-3.20266024266028,-3.14818388768818,-3.09266574522239,-3.04160644558388,-2.9742767364903,-2.90674865265986,-2.86168419360461,-2.8276239688046,-2.77311559128716,-2.71356047251656,-2.66650011240828,-2.59509522876792,-2.50343657090697,-2.44955887633512,-2.37199665132943,-2.31722140180966,-2.24695199624948,-2.15021008933232,-1.99318428854661,-1.76630361251808
40,-6.00846033792204,-5.82868443966204,-5.73060631287327,-5.63134900202785,-5.52668918112317,-5.46771398922709,-5.43514666168269,-5.38729548451051,-5.32521277118871,-5.2639486433988,-5.22134205369892,-5.15734678237087,-5.09850605261417,-5.02463570007905,-4.93845652112845,-4.8537469065425,-4.80292967557615,-4.73755089780267,-4.69354842675549,-4.65994993182081,-4.6254618742917,-4.59367967792486,-4.56018359747806,-4.53038085805226,-4.49205637928203,-4.46452155793769,-4.44174759908572,-4.41875647061621,-4.38541964675641,-4.36700190882773,-4.35233631024193,-4.33120747662554,-4.3092563943469,-4.28766873801662,-4.27003172015761,-4.25395431126511,-4.23672400943921,-4.22114842929693,-4.20139916236267,-4.17678433377604,-4.15708910336281,-4.13405063858089,-4.11883930699624,-4.10104563435611,-4.07742119821183,-4.05437521061321,-4.0364216054794,-4.01304398013842,-3.98968175350806,-3.96850726402513,-3.94562287524669,-3.92479320281769,-3.90492855637815,-3.88890021109431,-3.8688106113017,-3.8541826397222,-3.83428176589847,-3.81180198283644,-3.78666549585395,-3.76694957920617,-3.74539617464513,-3.72167066164394,-3.7037966465073,-3.68161285922977,-3.65181455377346,-3.61622678584161,-3.57479550985887,-3.55053266575973,-3.53250904703697,-3.50455561226638,-3.47878441988264,-3.44743680568574,-3.39725377664047,-3.35060925817334,-3.29584273902642,-3.23592447029998,-3.18061227709611,-3.09999664666499,-2.98548179380886,-2.90389597952453,-2.76093517088206,-2.62293714534539,-2.46242896658573,-2.28479575784535,-2.16009543538023,-2.01775983071642,-1.88869227269308,-1.72415961577371,-1.60794646274733,-1.49477880959065,-1.36655653899142,-1.2667118724748,-1.13967610830802,-1.07768318888404,-0.98227536657566,-0.888493347834928,-0.779038985955807,-0.680441844325238,-0.48881581888852
41,-5.7929720349257,-5.60471353395271,-5.43904413082209,-5.30722183882395,-5.21437684270243,-5.14708939223967,-5.07699535229327,-5.03237496065397,-4.98355606145598,-4.94218574754251,-4.88706445212529,-4.85949959008025,-4.82478333382084,-4.79877512888175,-4.76334012022538,-4.73912863078471,-4.71737272706869,-4.69418773283021,-4.64912129867453,-4.62426871710828,-4.60194027880235,-4.56899365034707,-4.54971321142554,-4.52330992715491,-4.50038974819133,-4.48439762721146,-4.46555802939766,-4.45029633802032,-4.42878554743592,-4.40840939033363,-4.394174822555,-4.37918852418704,-4.36611851747551,-4.34849201943011,-4.32103779662028,-4.30340078076806,-4.28463868733894,-4.26883522872694,-4.25300327710907,-4.22951292557751,-4.20749957027025,-4.19357071986719,-4.17842858548072,-4.15996854328405,-4.14130250768767,-4.12580843587482,-4.10449213677326,-4.08018001061286,-4.05789619586226,-4.03647576901971,-4.01148685925738,-3.98594497331324,-3.944789367643,-3.90958470675787,-3.87807129508566,-3.84514816994715,-3.80640393441448,-3.77090968798534,-3.73831853784859,-3.68809001859587,-3.63403874192696,-3.58731245765986,-3.53533067943349,-3.46893875806384,-3.36287818671875,-3.29311265474024,-3.16652767461598,-3.05992918952962,-2.96757791895493,-2.81262326538107,-2.72167732984201,-2.57505309878996,-2.49158355508476,-2.43576986006588,-2.37953391455895,-2.28905930814564,-2.20470532701807,-2.10043728091648,-2.02610158793419,-1.93009959061749,-1.86317245434794,-1.77483759983203,-1.68676721778971,-1.62957229382398,-1.57273501207787,-1.50072403389216,-1.4337302470605,-1.39169398320118,-1.34112234797512,-1.28533122759795,-1.21841809696565,-1.17729219500481,-1.09241870729133,-1.01491378912515,-0.947701152494331,-0.847190428407661,-0.780079619491911,-0.666966039753447,-0.464016684732384
42,-6.60855346617291,-6.36702882368619,-6.25566346314186,-6.18098955118941,-6.09937037977175,-6.0458610617382,-6.0114482475888,-5.98633676657086,-5.95737461661281,-5.92902721764748,-5.90413813919076,-5.88361620405133,-5.86503749150044,-5.84461059795873,-5.82279538909827,-5.80504989984911,-5.79421993030809,-5.77763993989696,-5.76425865734261,-5.7468228600508,-5.733790274566,-5.70844970646511,-5.69661777078304,-5.68320181835654,-5.66035088309632,-5.64551700188926,-5.63238625455001,-5.62051593604653,-5.61086509055139,-5.59800876892209,-5.58022639650805,-5.56783746192045,-5.55327948030589,-5.53539256251645,-5.52434456690554,-5.51385018495258,-5.50410194479474,-5.48853571360491,-5.47783197267354,-5.45796244833517,-5.44226255011206,-5.42382002651147,-5.40924184999382,-5.39567121187409,-5.38321955142852,-5.3635326853875,-5.35237713990547,-5.33267002587164,-5.31836443358173,-5.29636095417023,-5.27206308487136,-5.2587881656965,-5.23050761226786,-5.20232466106653,-5.17603759646065,-5.151089649666,-5.12239851239745,-5.08310848899133,-5.04859938260111,-5.01429633939892,-4.95052978399006,-4.88259738562228,-4.7809183964549,-4.67646033555297,-4.55611308341434,-4.41981445969703,-4.31401926154676,-4.19469928667653,-4.09122962074776,-4.01768452867602,-3.9372095636328,-3.84448752426443,-3.769225074894,-3.73279646659505,-3.61933547912103,-3.54550893144161,-3.47321225425167,-3.42711364123115,-3.35228578083899,-3.28454513877795,-3.22247548589937,-3.16361606722088,-3.11441307899524,-3.03780424186672,-2.98697699801241,-2.93433337331554,-2.87314728069275,-2.82786969883988,-2.7672607761536,-2.7193809559002,-2.6594896190003,-2.57842137284166,-2.54025405052327,-2.48703699232089,-2.41892637556001,-2.33778784082629,-2.28616506547419,-2.1900538666756,-2.04912856907426
43,-6.15814626645971,-6.01478544623232,-5.88438076941386,-5.80080230199335,-5.74429872084925,-5.7057100552878,-5.67314465850889,-5.62453832883229,-5.58140923716959,-5.53104181451025,-5.48022783682348,-5.45362768259724,-5.41523633321828,-5.37750855634622,-5.3464115697747,-5.3217794888785,-5.28363569243215,-5.25050055764354,-5.21257097278548,-5.20004375935196,-5.16497657257222,-5.12897555391512,-5.06003461179678,-4.99582691328543,-4.933791777718,-4.87468685527022,-4.78152745283691,-4.64551421332477,-4.22206151191155,-3.9621474302337,-3.82903115303285,-3.73969715276614,-3.64092601828662,-3.54413071369959,-3.45619573671403,-3.40454191107042,-3.32678496014581,-3.24762980044232,-3.18338455922109,-3.10696514741732,-3.04810479750173,-2.98539301281985,-2.94208015838917,-2.87724424345597,-2.78017197323035,-2.72189008650935,-2.63724092210354,-2.56690693763044,-2.48671271970006,-2.40910560535343,-2.3485564967441,-2.28658103669737,-2.21518415715447,-2.16007572682995,-2.08058346776241,-2.0056600539625,-1.91811055279437,-1.879891508473,-1.7986291042244,-1.71921614274585,-1.65164135294995,-1.58139248352479,-1.53877627967284,-1.46153925998774,-1.40024686315249,-1.33875980873064,-1.29357506781078,-1.23292435365656,-1.18192375364101,-1.14005703759414,-1.1101830688138,-1.06823552248471,-1.02451080162287,-0.995384897718814,-0.955238553933763,-0.920032845955472,-0.869620077623258,-0.834732390874255,-0.803592136312552,-0.773189924809299,-0.731933024151483,-0.684482201119874,-0.655135429481211,-0.615538003895826,-0.586426609539502,-0.550995825116665,-0.515654259922792,-0.474098610417203,-0.441449148020246,-0.405478370300221,-0.366602227706919,-0.303864752787165,-0.261133698282932,-0.196545502286311,-0.158685081081946,-0.105601283011336,-0.0217261520377317,0.060091681427199,0.165389086431684
44,-6.77607973444328,-6.68196128249211,-6.59654642572245,-6.49204633965589,-6.40002133326164,-6.3406013304272,-6.28074275911272,-6.24746999461432,-6.20752305786371,-6.15298062872813,-6.10914526265534,-6.06535250254972,-6.02319422604554,-5.96340051488221,-5.93466616934942,-5.90770863698938,-5.85513560800633,-5.80217996629205,-5.72782790626537,-5.67225013721349,-5.53035149606366,-5.41626535236713,-5.2695954046378,-5.20562122293435,-5.12272385517784,-5.05937010967769,-4.97033320368488,-4.90761436125066,-4.85770658486354,-4.80094201696199,-4.76497305644024,-4.73397013857986,-4.70392705894758,-4.67592808230589,-4.62907512151249,-4.59106740205367,-4.5527006347388,-4.52108620646013,-4.48135952133581,-4.45288892159319,-4.41883029564463,-4.39353209360753,-4.35671635549318,-4.32118306363745,-4.28930753477457,-4.2602385191754,-4.22767511984599,-4.18401483852368,-4.15261562040032,-4.11570897912111,-4.07565796198448,-4.03514385776511,-3.98490456327006,-3.93404266361973,-3.89320198407309,-3.84640940898492,-3.79460125959387,-3.72795065714138,-3.6493262649241,-3.55806856506376,-3.41809826322373,-3.19667003612512,-3.06946714616204,-2.96896842346952,-2.85584856456172,-2.75310399080679,-2.61860044730787,-2.49865899490904,-2.38220357128887,-2.32176342679969,-2.26331595365094,-2.20681559616533,-2.15166744127634,-2.10964053093631,-2.06952839019951,-2.01269302764079,-1.96918714688641,-1.92347494778129,-1.88614167204635,-1.84789230956298,-1.80841604652743,-1.77729125308506,-1.74226977158749,-1.6960435059611,-1.65888025055718,-1.60788430360523,-1.57709146763998,-1.53634898417231,-1.48429502305565,-1.43687283558928,-1.38718195052983,-1.34918421130765,-1.30451739729362,-1.25421729598056,-1.20956702649231,-1.13844504271562,-1.06838865642755,-0.989576295057871,-0.893074568705305
45,-4.68487357917585,-4.47008029535798,-4.34701475509856,-4.27175084623583,-4.21174552414394,-4.15717901819716,-4.10912024993908,-4.07868685784958,-4.03247050570232,-3.99739044826715,-3.95638260571793,-3.90815727802721,-3.8365575076016,-3.79680048495563,-3.73133940283758,-3.66843469530915,-3.62979395158785,-3.58096757410935,-3.51868734208846,-3.47378893714692,-3.36883953635766,-3.26476406633582,-2.93395668448631,-2.71684505927063,-2.59559501362756,-2.53053206733429,-2.43064820952942,-2.35541346931097,-2.31774447201716,-2.2567530904856,-2.22079075859983,-2.19077238570422,-2.14072262706892,-2.101054733118,-2.050590453308,-2.00205425595881,-1.96936933421328,-1.92771163113165,-1.8948655011776,-1.84828760310752,-1.81764721709347,-1.78385923182044,-1.73831250986786,-1.68563890679682,-1.60685618114658,-1.55642989188439,-1.50493959215533,-1.47385542659839,-1.43017786867683,-1.3815271642235,-1.31549400587576,-1.2599492094334,-1.20825486748426,-1.14296094489621,-1.06139139988711,-0.992232042452438,-0.928899757845513,-0.855008830696605,-0.800091583876722,-0.728228522879547,-0.639799288747103,-0.583426953934222,-0.513299353510498,-0.440339613406885,-0.349061540477693,-0.255218267384797,-0.161745128835595,-0.100777626952646,-0.0500530868384088,0.0137728983750045,0.06841938929204,0.11184211635943,0.170201754714386,0.202572477380028,0.250312101500888,0.282428781381904,0.322323888233693,0.361957127405948,0.420591398141564,0.448474788460358,0.492977515077209,0.546450646308042,0.574173191775115,0.595708211855345,0.63676127691107,0.683295906429393,0.711762994171332,0.746744417354097,0.797245320774759,0.835556880924679,0.888892011972036,0.939240025179532,0.989939564654214,1.06298913779299,1.13591397687779,1.21290437056077,1.28423835113904,1.37878878532343,1.55169413357218
46,-6.92024312523436,-6.78514561291281,-6.69958964888595,-6.60724460594719,-6.55588249427857,-6.50942430986004,-6.47406384120076,-6.44288933264066,-6.39371028656074,-6.34438487379838,-6.30110562109415,-6.25584609883206,-6.20438996791502,-6.15337560984152,-6.10838601889726,-6.02901419547152,-5.97265519734895,-5.90455213551801,-5.85191218913781,-5.80415190400613,-5.74777739461171,-5.66389024908294,-5.57997946401796,-5.50421434950314,-5.42776644100014,-5.34161163215579,-5.28902578412858,-5.25674924897402,-5.22120297081543,-5.15421559514593,-5.11193316537692,-5.07054210219213,-5.04907895476229,-5.00727690509118,-4.969165263509,-4.90659744424662,-4.86872098469724,-4.83825948181043,-4.79576373691896,-4.74533747009948,-4.69987221760465,-4.66728654407967,-4.63544132290592,-4.6010540662098,-4.55926763094012,-4.516968659542,-4.48767085237159,-4.43796268380726,-4.41964962741144,-4.38408692050245,-4.3386453140981,-4.29274640621372,-4.25447212272398,-4.2319954520647,-4.20209928450823,-4.16606415633895,-4.13276758183372,-4.09713886448374,-4.0620991046293,-4.03741039675098,-3.99184082023115,-3.95003788214952,-3.91773179036486,-3.88068996571421,-3.83712400428513,-3.77185676958481,-3.73083851504219,-3.68407816532072,-3.62739975506793,-3.58858884116352,-3.53462677267352,-3.47916273348261,-3.41773450070566,-3.34097742281517,-3.2736995612346,-3.17693515979326,-3.0674275037619,-2.96070571303079,-2.81906101719692,-2.72473046053067,-2.62340030010519,-2.51732149188871,-2.41343603614354,-2.33318770034887,-2.24817188559589,-2.17177090105377,-2.09702581581369,-2.04232287480394,-1.97034719630883,-1.87435521981996,-1.79654284285867,-1.71467445440513,-1.63491205427525,-1.57246862673806,-1.4991456266039,-1.41006792775362,-1.28439733614157,-1.21797351158237,-1.02816337018243
47,-6.72844969935187,-6.07066464238953,-5.81302500465945,-5.63919407715212,-5.56596434939382,-5.52474828626102,-5.47129880876023,-5.41555511290678,-5.38579916836928,-5.34325520716961,-5.29507949688722,-5.26517022120564,-5.2366691218549,-5.21232304278106,-5.18805222386176,-5.15599868893612,-5.13463796350379,-5.11803918911413,-5.0913055008113,-5.06899168187467,-5.0414123296682,-5.01706358920904,-4.99972437303775,-4.97549477272005,-4.94994869698401,-4.9307295358964,-4.90448658117996,-4.8719553113015,-4.83958006987034,-4.81586129263274,-4.78739840591197,-4.75382193107946,-4.72783048548958,-4.70294809674816,-4.67223928056554,-4.64707758674909,-4.61600261239172,-4.56482631062965,-4.52906495083492,-4.49037379680531,-4.45062978584444,-4.42565492503653,-4.37049965779501,-4.31239778480002,-4.21086611778042,-4.11794307212969,-3.98911748088134,-3.91135308923781,-3.79772951873174,-3.70221023163707,-3.57428385143346,-3.47546824932292,-3.38905280568884,-3.30107210153016,-3.20822513830169,-3.11159151737107,-3.00616746906209,-2.92737807231346,-2.85965133369219,-2.7900545397355,-2.70913181333615,-2.62399795563298,-2.54926194601784,-2.49036276981533,-2.42661874825881,-2.37712029546784,-2.32827311359566,-2.28526277715879,-2.2265697524105,-2.18654072608554,-2.13508991849646,-2.09815448529596,-2.07239148516962,-2.03580435096984,-1.97867585889198,-1.902212854948,-1.85993530994227,-1.80328835546285,-1.75556841382833,-1.70886382808246,-1.68181573110624,-1.64903460315318,-1.59261185423575,-1.55499576142701,-1.5119655796105,-1.45726285402951,-1.41918404336688,-1.37757832562888,-1.3218158147106,-1.2723061541034,-1.22928095164435,-1.15266540380984,-1.08590408983731,-0.990992013664349,-0.898650517176486,-0.820580291685157,-0.751720915645461,-0.627816893192467,-0.449685875931825
48,-5.78805910987519,-5.60209296996136,-5.50171107079329,-5.44653897048162,-5.39736586649156,-5.35608666020503,-5.31431707144486,-5.26421313743636,-5.23797373398598,-5.22037683701878,-5.1886691122728,-5.16184748602727,-5.12656227719528,-5.10237866567258,-5.07712994898109,-5.05368662025347,-5.03005473532166,-5.00709488382663,-4.98245824272136,-4.96119237972118,-4.93178044930175,-4.91178020364976,-4.89521472377873,-4.87867627540579,-4.85733889426346,-4.8311144863717,-4.81008252321315,-4.79080231416244,-4.76731893721983,-4.74662428456235,-4.72786187463966,-4.70409653984356,-4.68986298901054,-4.67087929379678,-4.63952505234015,-4.62164006992995,-4.600914407334,-4.5837428638499,-4.56698057542147,-4.54850348865321,-4.53002370069801,-4.50669227578134,-4.48182353412062,-4.46687840292594,-4.44252409034609,-4.41105753001832,-4.37844727350004,-4.35270180694716,-4.32402312301959,-4.29390124504711,-4.26770184710413,-4.23879361037138,-4.20766077380769,-4.16743346263646,-4.09761546402585,-4.04563432846262,-3.99146224481916,-3.9286922044319,-3.85282853588548,-3.75626255191164,-3.62413468697994,-3.46022388929933,-3.20431796238222,-2.87930051459343,-2.59221725288399,-2.41910320112784,-2.27452102333939,-2.1269060972529,-2.04192176849507,-1.96571375823852,-1.88567419156403,-1.83005461138117,-1.74979689841928,-1.69322867663655,-1.64603964650374,-1.57341184466894,-1.52063970096466,-1.47675809290461,-1.41986708429693,-1.37836059049918,-1.33675189040297,-1.26361585049633,-1.21027982790556,-1.16637305229269,-1.11261683306502,-1.05983043306697,-1.01463061707386,-0.958935935428203,-0.918072328081396,-0.873632135374284,-0.812699250264163,-0.749601147965333,-0.700242070790681,-0.656928088510288,-0.611278105110948,-0.550626150892602,-0.456930825151751,-0.356206923271629,-0.254722612221394
49,-6.88283420282313,-6.39012197103929,-5.87490394171181,-5.51897731892492,-5.20443565464524,-4.87349370477602,-4.62158929991355,-4.48835955583174,-4.40090528934155,-4.35757229891453,-4.2892269024689,-4.24221311281851,-4.15385801106649,-4.09564819778747,-4.05557554741545,-4.0136106195517,-3.98091311333902,-3.94058439237427,-3.9013041818651,-3.8669729953367,-3.82117458750458,-3.78598805276963,-3.76052587007601,-3.73978614275543,-3.71430272899129,-3.67636043301631,-3.65712230916682,-3.63160927668853,-3.6093523481049,-3.58312539980117,-3.56423382337842,-3.53632189018022,-3.51628547717027,-3.49517818958314,-3.47417082681737,-3.45657107405531,-3.43559434728455,-3.42282494085429,-3.40360375794576,-3.37817900316576,-3.35694982734379,-3.33636673283697,-3.31733736945859,-3.29888362085531,-3.2835207152978,-3.26719262091944,-3.25499370355752,-3.24308043886154,-3.22349103159594,-3.20609192845281,-3.19339416713836,-3.17860188142054,-3.1639568957761,-3.1383151710685,-3.12453194742033,-3.1081339492528,-3.09263577745018,-3.08446822557408,-3.06649247308596,-3.05433448659832,-3.04589379841026,-3.03608019690708,-3.01687009142263,-3.00076403547166,-2.98213395039278,-2.96369180681817,-2.94707587992018,-2.93492032639991,-2.91908366135403,-2.90531021611018,-2.88604836665047,-2.87357213537573,-2.85688904030243,-2.83666624495546,-2.81039849187461,-2.78738249645317,-2.77119469637031,-2.75468619961866,-2.73892515791279,-2.72592070252111,-2.71098764972,-2.69093147809558,-2.67277464858737,-2.6562992946558,-2.63560633493612,-2.61984692002213,-2.59645869060055,-2.57181565582503,-2.54679831746778,-2.52075277694952,-2.48929129185256,-2.46205974881523,-2.43619004984139,-2.40702571453301,-2.37524092089433,-2.33041145305602,-2.27040129462336,-2.20109379778529,-2.08317749207836
50,-5.01188167430186,-4.75362891538315,-4.63681965884959,-4.5612349991598,-4.50777805047634,-4.45050829122307,-4.4028991342302,-4.36642402251684,-4.32909693391981,-4.29522030055897,-4.25657315721376,-4.22863669042285,-4.19557397512227,-4.14996842582797,-4.0949549260217,-4.05909344974349,-3.99862089477758,-3.95689118642489,-3.9233682259906,-3.89202538461548,-3.86862372090022,-3.82869004851983,-3.79565352538353,-3.76405376734269,-3.74189314074163,-3.71348256604696,-3.68245807510234,-3.66595167443306,-3.63118071233471,-3.60850961681128,-3.58574507084913,-3.56052240089678,-3.53863775898741,-3.52184044751731,-3.50000279061742,-3.48487039527301,-3.46406274807574,-3.43754440477572,-3.41568839136012,-3.39752844602701,-3.38067944989186,-3.35887187437197,-3.34513057168808,-3.32188552078867,-3.30304391922865,-3.28094950349122,-3.26852146358455,-3.25232262754145,-3.23518078457059,-3.2214563153765,-3.20691059776527,-3.19265593247201,-3.17354175609784,-3.16313969114428,-3.14627518521095,-3.12438055186,-3.10645185123347,-3.09460423392303,-3.08234221666224,-3.06731795168,-3.04656437930504,-3.0243239603696,-3.01314552236501,-2.99190760030956,-2.97020164011039,-2.94207867228161,-2.91808111575757,-2.89609365324325,-2.86093758833903,-2.83285280303042,-2.79518566688797,-2.76337715678526,-2.72991059971215,-2.70237300671102,-2.67010636194082,-2.60287798501637,-2.55920488043337,-2.52665158933868,-2.44295906763678,-2.31931433269025,-2.22780902274444,-2.05359070180591,-1.80821802188899,-1.60143118839883,-1.33550190799782,-1.16637450762376,-0.997537179215328,-0.859363401911791,-0.744505053288444,-0.647299915185817,-0.536005792447729,-0.449481053785817,-0.364042201219172,-0.277739841332905,-0.183452840449242,-0.053233124282671,0.0252287560456026,0.196721003054484,0.390343359243024
